salary,attrition,age,department,number_of_working_hours,gender,marital_status,job_satisfaction,environment_satisfaction,education,job_role,years_since_last_promotion,relationship_satisfaction,education_field,work_shift,years_of_experience,attendance,employment_status,distance_from_home,specializations,supervisor_name,employee_name,work_location,over_time,training_since_last_year
78529,No,36,Medical-Surgical Unit,40,Male,Married,Medium,Medium,Bachelor,Nurse,1,Medium,Nursing,Night,17,95,Part-time,16.1,Critical care nursing,Mrs. Lois Steward,Mr. Tomas Crosby,Chicago,No,3
63000,Yes,31,Intensive Care Unit,40,Male,Single,High,High,Bachelor,Nurse,3,High,Nursing,Night,3,95,Full-time,15.6,Emergency nursing,Marie Scott,Michael Webb,Pheonix,No,2
11000,No,41,Emergency Department,40,Male,Married,Low,Very High,Bachelor,Nurse,1,Very High,Nursing,Rotating,15,83,Full-time,19.3,Gerontological nursing,Brenda Sinclair,Alex Rodriguez,New York,No,2
18000,Yes,37,Surgical Ward,40,Female,Divorced,Very High,Low,PhD,Nurse,3,Very High,Nursing,Night,2,96,Full-time,1.5,Pediatric nursing,Lynda Donnelly,Pamela Rhodes,Houston,No,2
59929,Yes,27,Pediatrics,40,Male,Single,Very High,High,Master,Nurse,2,High,Nursing,Day,1,91,Contract,18.5,Mental health nursing,Amy,Dennis Huffman,Los Angeles,No,0
87500,Yes,43,Obstetrics and Gynecology,40,Female,Married,High,Low,Bachelor,Nurse,7,High,Nursing,Rotating,23,90,Contract,1.7,Public Health Nursing,No,Maria Mcdonald,Chicago,No,3
74900,Yes,39,Oncology,40,Male,Married,Very High,High,Master,Nurse,2,High,Nursing,Day,2,97,Full-time,11.65,Orthopaedic nursing,Ms. Sarah Mccoy,Melissa Little,Philadelphia,No,5
10000,Yes,52,Cardiology,40,Male,Single,Medium,Medium,PhD,Nurse,3,High,Nursing,Night,17,87,Contract,13.1,Cardiac nursing,Joanne Rowling,Jack Sparrow,Houston,No,3
91749,No,26,Neonatal Intensive Care Unit,37,Female,Single,High,Very High,Bachelor,Nurse,4,Very High,Nursing,Day,4,83,Full-time,20.1,Labor and delivery,Dr. Clarence Mckenzie,Mrs. Emilie Moore,San Diego,Yes,5
56868,No,54,Medical-Surgical Unit,40,Male,Married,Low,High,PhD,Nurse,12,Low,Nursing,Day,14,88,Full-time,3.3,Nurse Practitioner,Matthew Willis,Michael Daniel,Pheonix,No,2
99196,Yes,25,Intensive Care Unit,42,Female,Married,Very High,Very High,Master,Nurse,1,Low,Nursing,Rotating,1,89,Contract,22.4,Critical care nursing,Joyce Richardson,James Holloway,New York,Yes,3
73000,No,51,Emergency Department,40,Male,Married,Medium,Very High,Bachelor,Nurse,9,Very High,Nursing,Rotating,13,96,Full-time,4.6,Emergency nursing,Bradford Kleiber,Sue Cairns,Los Angeles,No,2
34500,Yes,41,Surgical Ward,40,Male,Married,Very High,Very High,Bachelor,Nurse,2,High,Nursing,Night,13,94,Full-time,1.3,Gerontological nursing,Olivia Devlin,Bobby Hutchison,Washington,No,1
20000,No,40,Pediatrics,40,Male,Single,Low,Low,Bachelor,Nurse,6,High,Nursing,Night,12,91,Full-time,1.5,Pediatric nursing,Dr. Brent Kelly,Geoffrey Howe,Seattle,Yes,2
10000,No,51,Obstetrics and Gynecology,40,Male,Married,Medium,High,Bachelor,Nurse,12,Medium,Nursing,Day,15,88,Full-time,18.0,Mental health nursing,Lydia Mcloughlin,Neal Garwood,Philadelphia,No,4
77879,Yes,39,Oncology,40,Male,Single,High,Low,Bachelor,Nurse,1,Low,Nursing,Day,1,91,Contract,9.3,Public Health Nursing,Chris Fields,Dr. Curtis Collins,Los Angeles,No,2
40000,Yes,29,Cardiology,40,Female,Single,Low,Very High,Bachelor,Nurse,1,High,Nursing,Night,7,89,Contract,8.8,Orthopaedic nursing,Kenneth,Rose Coleman,Pheonix,No,2
66205,No,27,Neonatal Intensive Care Unit,40,Male,Single,High,High,Bachelor,Nurse,2,High,Nursing,Night,1,91,Contract,12.9,Cardiac nursing,Gordon Garrett,Waylon Hooten,Washington,No,3
23500,Yes,36,Medical-Surgical Unit,40,Male,Married,Medium,Medium,Bachelor,Nurse,4,Medium,Nursing,Day,12,93,Contract,2.5,Labor and delivery,Laurence Lanak,Randal Huffman,Seattle,No,3
97300,Yes,44,Intensive Care Unit,40,Female,Single,Very High,Medium,Master,Nurse,4,High,Nursing,Rotating,3,91,Contract,2.6,Nurse Practitioner,Chandana Mukherjee,Chandana Mukherjee,San Diego,Yes,2
31460,No,31,Emergency Department,40,Male,Single,High,High,Bachelor,Nurse,9,Very High,Nursing,Night,4,91,Contract,8.9,Critical care nursing,Dr. Lori,Dr. Nathaniel,New York,Yes,4
64700,No,55,Surgical Ward,40,Male,Married,Medium,Medium,Bachelor,Nurse,8,Medium,Nursing,Night,2,85,Full-time,3.1,Emergency nursing,John Carter,Eric Gabrielson,Chicago,No,6
78529,Yes,37,Pediatrics,40,Male,Single,Low,High,Bachelor,Nurse,7,Medium,Nursing,Night,14,87,Full-time,2.0,Gerontological nursing,Mr. Keith Horn,Mr. Jude Copper,Philadelphia,No,2
63000,No,48,Obstetrics and Gynecology,40,Female,Married,Medium,Very High,Bachelor,Nurse,5,Very High,Nursing,Night,17,75,Full-time,4.06,Pediatric nursing,Janet Mills,Kristen Wisdom,Los Angeles,No,2
11000,No,33,Oncology,40,Male,Married,Low,High,Master,Nurse,1,Medium,Nursing,Day,1,92,Full-time,25.3,Mental health nursing,Dr. Paula Ayala,Josephine Smith,Seattle,No,2
18000,Yes,29,Cardiology,37,Male,Married,High,Very High,Bachelor,Nurse,1,High,Nursing,Day,1,85,Full-time,0.3,Public Health Nursing,Nancy Pearson,Edgar Fletcher,Houston,Yes,3
59929,Yes,41,Neonatal Intensive Care Unit,42,Female,Single,High,Low,Bachelor,Nurse,7,Very High,Nursing,Night,4,87,Part-time,15.6,Orthopaedic nursing,Mr. Zane Spinka,Ms. Bertha Mraz,Pheonix,Yes,2
87500,Yes,39,Medical-Surgical Unit,40,Male,Married,Very High,Medium,Bachelor,Nurse,6,Medium,Nursing,Night,22,90,Full-time,11.0,Cardiac nursing,Raheel Farooqui,Taylor Roach,Washington,No,5
74900,Yes,43,Intensive Care Unit,40,Male,Married,Very High,Very High,Bachelor,Nurse,7,Low,Nursing,Day,27,88,Full-time,5.0,Labor and delivery,Ronald McDermott,Julie Hopkins,San Diego,No,3
10000,No,51,Emergency Department,40,Male,Married,Medium,Medium,Master,Nurse,10,Medium,Nursing,Day,28,86,Full-time,17.7,Nurse Practitioner,Dr. Darryl Shields,Raphael Massey,New York,No,3
91749,Yes,44,Surgical Ward,40,Male,Single,High,Very High,Master,Nurse,11,Medium,Nursing,Day,11,87,Full-time,10.0,Critical care nursing,Martin Alvarez,Dorothy Goodman,Chicago,No,3
56868,No,31,Pediatrics,50,Male,Married,Low,High,Master,Nurse,8,High,Nursing,Rotating,14,84,Part-time,13.7,Emergency nursing,David,Shannon Greer,Seattle,Yes,6
99196,Yes,49,Obstetrics and Gynecology,40,Male,Married,Very High,Low,Bachelor,Nurse,3,Low,Nursing,Day,10,85,Part-time,1.3,Gerontological nursing,Terri Massey,Michael Galinsky,San Diego,No,3
73000,Yes,32,Oncology,40,Female,Single,High,Low,Bachelor,Nurse,1,Very High,Nursing,Day,1,77,Full-time,6.5,Pediatric nursing,Briana Hines,Ruth Zavala,Los Angeles,No,2
34500,Yes,30,Cardiology,40,Female,Single,Medium,Medium,Bachelor,Nurse,2,Low,Nursing,Day,2,81,Full-time,10.7,Mental health nursing,Dr. Traci Bender,Evie Mitchell,Washington,No,2
20000,No,34,Neonatal Intensive Care Unit,40,Male,Married,Very High,High,Bachelor,Nurse,0,High,Nursing,Day,1,83,Full-time,15.4,Public Health Nursing,Mr. Fletcher,Mr. Mario C.,Chicago,Yes,3
10000,No,32,Medical-Surgical Unit,40,Male,Married,Low,Very High,Bachelor,Nurse,3,Very High,Nursing,Night,7,85,Full-time,9.8,Orthopaedic nursing,Judith Fisher,Joshua Foley,Philadelphia,Yes,1
77879,Yes,46,Intensive Care Unit,40,Male,Married,Medium,High,Bachelor,Nurse,1,High,Nursing,Day,3,85,Full-time,1.8,Cardiac nursing,Chris,Peter Rich,Pheonix,Yes,2
40000,No,28,Emergency Department,37,Female,Single,Medium,High,Bachelor,Nurse,1,High,Nursing,Day,3,82,Full-time,3.5,Labor and delivery,Elmira Duffy,Beatrice Weyand,New York,No,4
66205,Yes,37,Surgical Ward,40,Male,Married,Very High,High,Bachelor,Nurse,6,Very High,Nursing,Rotating,10,98,Full-time,1.6,Nurse Practitioner,Lyndsay Fain,Joseph Beasley,Houston,Yes,2
23500,No,34,Pediatrics,37,Male,Divorced,Low,Very High,Bachelor,Nurse,8,Medium,Nursing,Night,1,89,Full-time,15.0,Critical care nursing,Peter,Michael Walters,New York,No,1
97300,No,37,Obstetrics and Gynecology,40,Female,Single,Very High,High,Master,Nurse,5,High,Nursing,Night,8,86,Full-time,2.0,Emergency nursing,Susan Mckee,Vanessa Schneider,Chicago,No,6
31460,No,30,Oncology,40,Male,Married,High,High,Bachelor,Nurse,4,High,Nursing,Day,6,86,Full-time,4.7,Gerontological nursing,Dr. Addison Carroll,Gary Newman,Seattle,No,3
64700,No,33,Cardiology,45,Male,Married,Medium,Medium,Bachelor,Nurse,5,High,Nursing,Night,4,86,Full-time,28.6,Pediatric nursing,Vinita,Melvin Lovelace,Pheonix,No,3
78529,Yes,31,Neonatal Intensive Care Unit,40,Male,Married,Low,High,Bachelor,Nurse,2,Very High,Nursing,Rotating,2,91,Full-time,3.36,Mental health nursing,Mrs. Vasanth,Kevin J. Hicks,Philadelphia,No,5
63000,No,54,Medical-Surgical Unit,40,Male,Divorced,Low,Medium,Bachelor,Nurse,2,High,Nursing,Rotating,8,90,Full-time,7.0,Public Health Nursing,Emma Schwartz,Vardaan Singh,San Diego,No,2
11000,No,28,Intensive Care Unit,40,Male,Divorced,Very High,Medium,Bachelor,Nurse,3,High,Nursing,Day,4,85,Full-time,9.181,Orthopaedic nursing,Mary Miller,Julian Davila,Houston,No,6
18000,No,25,Emergency Department,42,Female,Single,Medium,Low,Bachelor,Nurse,5,Very High,Nursing,Rotating,3,84,Contract,3.1,Cardiac nursing,Dr. Derrick Snyder,Kelly Collins,Chicago,No,3
59929,No,45,Surgical Ward,38,Female,Single,Low,Very High,Master,Nurse,15,High,Nursing,Rotating,20,86,Contract,15.89,Labor and delivery,Peter,Lawrence Koufos,San Diego,No,3
87500,Yes,46,Pediatrics,36,Male,Married,Low,Very High,Bachelor,Nurse,10,Medium,Nursing,Night,20,90,Full-time,12.5,Nurse Practitioner,Michael Nolan,Ayana Aguirre,Los Angeles,No,4
74900,No,42,Obstetrics and Gynecology,40,Female,Married,Very High,High,Master,Nurse,5,Very High,Nursing,Day,13,94,Full-time,23.7,Critical care nursing,Deanna Ingram,Maria Hernandez,Philadelphia,No,6
10000,No,29,Oncology,40,Male,Single,High,Low,Bachelor,Nurse,2,High,Nursing,Night,6,89,Full-time,3.8,Emergency nursing,William McLaughlin,Alan Lee,Houston,No,2
91749,Yes,27,Cardiology,40,Male,Single,Medium,Medium,Bachelor,Nurse,2,Low,Nursing,Rotating,3,92,Full-time,12.69,Gerontological nursing,Mr. Murat Akçakaya,Kate Abrams,Phoenix,No,3
56868,No,36,Neonatal Intensive Care Unit,40,Male,Single,High,High,Bachelor,Nurse,7,Very High,Nursing,Night,18,92,Full-time,6.3,Pediatric nursing,Mandy Rodgers,David Thomas,New York,Yes,3
99196,No,38,Medical-Surgical Unit,40,Female,Married,High,Low,Bachelor,Nurse,1,Medium,Nursing,Night,19,93,Full-time,1.7,Mental health nursing,Simon,Zara Smith,Los Angeles,No,3
73000,No,49,Intensive Care Unit,40,Male,Married,Medium,Very High,Master,Nurse,5,High,Nursing,Rotating,5,100,Full-time,14.5,Public Health Nursing,Mr. Christopher Mcclain,Mr. Zachary Abernathy,Chicago,Yes,3
34500,Yes,28,Emergency Department,40,Male,Single,Medium,Very High,Bachelor,Nurse,5,Very High,Nursing,Day,3,84,Part-time,7.9,Orthopaedic nursing,Matthew,Kevin Schroeder,Houston,No,2
20000,Yes,40,Surgical Ward,40,Female,Married,Very High,High,Bachelor,Nurse,4,Very High,Nursing,Night,12,87,Full-time,1.7,Cardiac nursing,Nancy,Robert Fischer,Phoenix,No,3
10000,No,27,Pediatrics,40,Male,Single,High,Medium,PhD,Nurse,1,High,Nursing,Rotating,2,90,Full-time,1.6,Labor and delivery,"Smith, John","Smith, John",San Diego,No,5
77879,No,29,Obstetrics and Gynecology,40,Female,Married,Medium,Medium,Bachelor,Nurse,10,Very High,Nursing,Rotating,7,84,Full-time,12.48,Nurse Practitioner,Sven Lysne,Gwendolyn Dotson,New York,No,0
40000,No,34,Oncology,37,Male,Single,High,Medium,Bachelor,Nurse,3,Medium,Nursing,Day,6,83,Contract,0.9,Critical care nursing,Khaled Baz,Khaled Baz,Philadelphia,No,2
66205,No,34,Cardiology,40,Male,Single,Medium,High,Bachelor,Nurse,5,High,Nursing,Night,15,98,Contract,1.3,Emergency nursing,Dr. Robert Flatley,Mr. Jasper Lee,San Diego,Yes,4
23500,No,35,Neonatal Intensive Care Unit,32,Male,Single,Low,Medium,Bachelor,Nurse,1,Medium,Nursing,Day,10,89,Full-time,13.0,Gerontological nursing,Anita,Kenneth O'Connor,Philadelphia,No,3
97300,No,26,Medical-Surgical Unit,40,Male,Married,Very High,Very High,Bachelor,Nurse,2,Medium,Nursing,Rotating,1,97,Part-time,14.0,Pediatric nursing,Christopher Koch,James Gomez,Chicago,No,2
31460,Yes,43,Intensive Care Unit,40,Male,Married,Low,Low,Bachelor,Nurse,2,Very High,Nursing,Day,15,96,Full-time,2.2,Mental health nursing,Dr. Kate Dillon,Dr. Tomas Macadam,Pheonix,No,3
64700,No,30,Emergency Department,40,Male,Divorced,Low,High,Bachelor,Nurse,1,High,Nursing,Day,12,92,Full-time,1.5,Public Health Nursing,Mr. Matthew White,Mr. David Reed,New York,No,3
78529,Yes,30,Surgical Ward,40,Female,Divorced,Very High,Medium,Master,Nurse,5,Low,Nursing,Day,11,89,Contract,9.9,Orthopaedic nursing,Mr. Edward Flynn,Ms. Nancy Nash,Houston,Yes,4
63000,Yes,30,Pediatrics,40,Female,Single,Very High,High,Master,Nurse,5,Low,Nursing,Day,3,86,Full-time,8.0,Cardiac nursing,Steven,Julie Ferrell,Los Angeles,No,4
11000,No,39,Obstetrics and Gynecology,40,Male,Single,High,Low,Master,Nurse,2,Medium,Nursing,Rotating,7,85,Full-time,18.0,Labor and delivery,Margaret Honeycutt,Jessamine Crook,Chicago,Yes,3
18000,No,57,Oncology,40,Male,Married,High,Medium,PhD,Nurse,11,High,Nursing,Night,25,94,Full-time,5.0,Nurse Practitioner,Dr. Randall,Dr. Randall Sapiro,Philadelphia,No,4
59929,Yes,30,Cardiology,45,Male,Married,Low,Very High,Bachelor,Nurse,7,High,Nursing,Rotating,1,91,Full-time,14.6,Critical care nursing,Michael Jones,Kelly Rice,Houston,No,4
87500,No,42,Neonatal Intensive Care Unit,40,Female,Single,Low,Low,Master,Nurse,7,Very High,Nursing,Day,3,85,Part-time,2.7,Emergency nursing,Maria,Julia Cervantes,San Diego,Yes,3
74900,No,32,Medical-Surgical Unit,37,Male,Divorced,High,High,Bachelor,Nurse,8,Medium,Nursing,Rotating,6,90,Full-time,18.1,Gerontological nursing,Dr. Laurie Keller,Benjamin Chang,Pheonix,No,3
10000,No,39,Intensive Care Unit,40,Male,Single,Medium,Very High,Bachelor,Nurse,8,Very High,Nursing,Night,8,89,Full-time,15.4,Pediatric nursing,"Williams, Louis","Zhang, Robert (ROBERT.ZHANG)",New York,Yes,2
91749,Yes,49,Emergency Department,40,Male,Married,Very High,Low,Bachelor,Nurse,1,High,Nursing,Day,17,92,Full-time,17.77,Mental health nursing,Administrator,Administrator,Los Angeles,No,5
56868,No,30,Surgical Ward,40,Male,Married,Very High,Very High,Bachelor,Nurse,1,High,Nursing,Night,4,87,Full-time,5.7,Public Health Nursing,Melissa Ball,Kevin Henderson,Washington,Yes,3
99196,No,38,Pediatrics,40,Male,Married,Very High,Very High,Master,Nurse,4,Medium,Nursing,Night,1,85,Full-time,15.8,Orthopaedic nursing,Katie Gloger,Derek Hoyt,Seattle,No,3
73000,Yes,33,Obstetrics and Gynecology,40,Male,Married,Very High,Very High,Bachelor,Nurse,3,High,Nursing,Day,2,87,Contract,2.0,Cardiac nursing,Charles Hutchinson,Joyce Craig,Philadelphia,No,2
34500,No,36,Oncology,40,Female,Married,High,High,Bachelor,Nurse,6,Medium,Nursing,Day,3,91,Contract,1.6,Labor and delivery,Jamie Ransom,Amelia Weaver,Los Angeles,No,1
20000,Yes,36,Cardiology,40,Female,Single,High,Medium,Bachelor,Nurse,11,High,Nursing,Night,10,87,Contract,13.2,Nurse Practitioner,Jane Anderson,Jennifer Wong,Pheonix,No,2
10000,Yes,36,Neonatal Intensive Care Unit,45,Male,Married,Very High,Very High,PhD,Nurse,3,High,Nursing,Night,10,85,Contract,8.1,Critical care nursing,Mr. Dan Miner,Mr. Daniel Miner,Washington,No,4
77879,No,39,Medical-Surgical Unit,40,Male,Married,Very High,High,Bachelor,Nurse,1,Medium,Nursing,Day,14,95,Full-time,10.75,Emergency nursing,Mary Wakeland,Donna Olson,Seattle,No,2
40000,Yes,34,Intensive Care Unit,40,Female,Divorced,High,Very High,Master,Nurse,2,Very High,Nursing,Rotating,3,93,Full-time,17.0,Gerontological nursing,Wesley Mcpherson,Wesley Mcpherson,San Diego,No,3
66205,No,31,Emergency Department,40,Male,Married,High,Very High,Bachelor,Nurse,3,Very High,Nursing,Night,10,93,Full-time,15.5,Pediatric nursing,Frank Abney,Thomas Welch,New York,No,3
23500,No,58,Surgical Ward,45,Male,Divorced,Medium,High,Bachelor,Nurse,13,High,Nursing,Day,12,90,Full-time,1.0,Mental health nursing,Mr. Paul Lindgren,Mr. Daniel Jacobson,Chicago,Yes,3
97300,No,30,Pediatrics,40,Male,Married,Low,Low,Bachelor,Nurse,5,Very High,Nursing,Night,3,95,Full-time,13.9,Public Health Nursing,Susan Moore,Mara Young,Philadelphia,No,5
31460,No,35,Obstetrics and Gynecology,40,Male,Married,High,Medium,Bachelor,Nurse,5,Very High,Nursing,Day,2,90,Full-time,14.0,Orthopaedic nursing,Dr. Caroline Newman,Dr. Bradford Abrams,Los Angeles,No,5
64700,Yes,55,Oncology,40,Male,Single,Medium,Very High,Bachelor,Nurse,1,Very High,Nursing,Day,19,83,Full-time,7.0,Cardiac nursing,Dr. Ernesto Andrade,Dr. Ernesto Andrade,Seattle,No,3
78529,No,34,Cardiology,40,Male,Married,High,Low,Bachelor,Nurse,9,Very High,Nursing,Day,4,83,Full-time,1.4,Labor and delivery,Leonid Kupchyk,Shaun Snead,Houston,No,2
63000,No,35,Neonatal Intensive Care Unit,40,Female,Married,Medium,Very High,Bachelor,Nurse,1,Very High,Nursing,Day,4,87,Full-time,19.0,Nurse Practitioner,Mr. Mahmoud Zakaria,Ms. Lilly Serrano,Pheonix,No,3
11000,Yes,31,Medical-Surgical Unit,45,Female,Married,Very High,Very High,Bachelor,Nurse,1,Medium,Nursing,Rotating,1,100,Contract,13.4,Critical care nursing,Gina Borg,Alana Fine,Washington,Yes,3
18000,No,30,Intensive Care Unit,52,Male,Married,Medium,High,Master,Nurse,3,High,Nursing,Day,7,89,Full-time,5.0,Emergency nursing,John,Bruno Bachman,San Diego,No,2
59929,No,43,Emergency Department,40,Female,Married,Low,Very High,Master,Nurse,16,Very High,Nursing,Day,19,80,Full-time,1.7,Gerontological nursing,Kathleen Wilson,Kathleen Wilson,New York,No,2
87500,No,45,Surgical Ward,40,Male,Married,Very High,Very High,Bachelor,Nurse,10,Medium,Nursing,Day,16,87,Full-time,3.5,Pediatric nursing,Matthew,Nicholas Beauregard,Chicago,No,2
74900,No,25,Pediatrics,40,Male,Single,Very High,Medium,Bachelor,Nurse,0,Medium,Nursing,Day,0,88,Full-time,29.8,Mental health nursing,Margie,Kevin Turner,Seattle,No,2
10000,Yes,32,Obstetrics and Gynecology,40,Male,Married,Medium,Medium,Master,Nurse,2,Very High,Nursing,Rotating,4,90,Full-time,10.0,Public Health Nursing,Dr. Giles Miller,Mr. Russell Mclaughlin,San Diego,No,3
91749,No,47,Oncology,40,Female,Married,Very High,Medium,Bachelor,Nurse,4,High,Nursing,Rotating,12,94,Full-time,3.9,Orthopaedic nursing,"Parker, Allan",Melanie White,Los Angeles,No,3
56868,No,25,Cardiology,40,Male,Married,Medium,Very High,Master,Nurse,6,Low,Nursing,Night,1,91,Full-time,5.4,Cardiac nursing,John,Tammy Mccoy,Washington,Yes,2
99196,Yes,37,Neonatal Intensive Care Unit,40,Male,Married,High,Medium,Master,Nurse,3,Low,Nursing,Day,11,86,Full-time,1.0,Labor and delivery,Kathy Lukas,Jody Fritsch,Chicago,Yes,4
73000,No,32,Medical-Surgical Unit,40,Male,Single,High,Medium,PhD,Nurse,4,Low,Nursing,Day,1,87,Full-time,11.0,Nurse Practitioner,Juanita Rowe,Jonas Kuhn,Philadelphia,No,2
34500,No,38,Intensive Care Unit,40,Male,Married,Very High,High,Bachelor,Nurse,1,Very High,Nursing,Night,24,95,Full-time,2.6,Critical care nursing,Lawrence Cox,Jamin Burch,Pheonix,Yes,3
20000,Yes,34,Emergency Department,40,Male,Married,Low,Very High,Bachelor,Nurse,1,Medium,Nursing,Night,13,99,Full-time,2.1,Emergency nursing,Mr. Zuniga,Jonathan Gutierrez,New York,No,2
10000,No,28,Surgical Ward,40,Male,Single,Low,Very High,Master,Nurse,5,High,Nursing,Day,5,87,Full-time,2.5,Gerontological nursing,Dr. Leticia Thomas,Ricardo Martin,Houston,Yes,2
77879,No,37,Pediatrics,37,Male,Married,Medium,Very High,Bachelor,Nurse,7,Very High,Nursing,Night,6,87,Full-time,1.0,Pediatric nursing,Dr. Lori Bland,Mr. Edgardo Zamora,New York,Yes,2
40000,No,37,Obstetrics and Gynecology,40,Male,Married,Very High,Medium,Bachelor,Nurse,7,Very High,Nursing,Night,10,87,Full-time,2.0,Mental health nursing,Dr. Cynthia Herman,Susan Hunt,Chicago,No,2
66205,No,25,Oncology,40,Male,Single,Very High,Medium,Bachelor,Nurse,6,Very High,Nursing,Rotating,2,88,Full-time,1.7,Public Health Nursing,Ms. Sapna Singh,Jacob Marley,Seattle,No,2
23500,No,25,Cardiology,40,Female,Single,Low,Low,Bachelor,Nurse,9,Low,Nursing,Day,1,81,Full-time,0.6,Orthopaedic nursing,Mary McIntosh,"Romero, Juanita",Pheonix,No,3
97300,Yes,32,Neonatal Intensive Care Unit,52,Male,Single,High,Medium,Master,Nurse,9,High,Nursing,Day,4,90,Full-time,6.3,Cardiac nursing,Nancy Davidson,Daniel Strickland,Philadelphia,Yes,3
31460,No,40,Medical-Surgical Unit,40,Female,Single,High,Low,Bachelor,Nurse,3,Medium,Nursing,Day,5,90,Full-time,2.2,Labor and delivery,Kerry Forster,Crystal Dixon,San Diego,No,5
64700,Yes,45,Intensive Care Unit,45,Female,Married,Very High,Very High,Bachelor,Nurse,14,Medium,Nursing,Day,14,92,Full-time,17.9,Nurse Practitioner,Michael Kendrick,Teresa Jilk,Houston,No,3
78529,No,24,Emergency Department,40,Female,Single,Low,Medium,Bachelor,Nurse,1,Very High,Nursing,Rotating,1,94,Contract,5.0,Critical care nursing,Mike,Jane O'Connor,Chicago,No,5
63000,No,45,Surgical Ward,42,Male,Single,Low,Very High,Bachelor,Nurse,4,Medium,Nursing,Day,13,87,Full-time,3.3,Emergency nursing,Andrew Wells,James Flower,San Diego,Yes,2
11000,Yes,45,Pediatrics,40,Female,Divorced,Very High,Low,Master,Nurse,6,Very High,Nursing,Rotating,22,91,Full-time,13.8,Gerontological nursing,Dr. Joanna Mckinney,Karen Wong,Los Angeles,No,3
18000,Yes,39,Obstetrics and Gynecology,50,Female,Married,Medium,High,Master,Nurse,4,High,Nursing,Night,6,89,Contract,12.8,Pediatric nursing,Kevin Sharp,Paulette Pitts,Philadelphia,No,1
59929,No,25,Oncology,40,Male,Single,Medium,High,Bachelor,Nurse,2,High,Nursing,Day,1,90,Full-time,12.9,Mental health nursing,Bob Olson,Rick Eckert,Houston,No,3
87500,Yes,43,Cardiology,0,Male,Married,Low,High,Bachelor,Nurse,3,Medium,Nursing,Night,10,89,Full-time,12.5,Public Health Nursing,Dr. Jeanette Sosnowski,Ms. Daisy Ibrahim,Phoenix,No,3
74900,No,34,Neonatal Intensive Care Unit,40,Male,Married,Very High,High,Master,Nurse,6,Very High,Nursing,Night,13,88,Full-time,9.8,Orthopaedic nursing,Dr. Jose Soto,Dorothy Martin,New York,Yes,2
10000,Yes,32,Medical-Surgical Unit,38,Female,Married,Very High,Very High,Bachelor,Nurse,3,High,Nursing,Day,2,97,Contract,11.9,Cardiac nursing,Chad Wright,Nicole Ferguson,Los Angeles,Yes,3
91749,No,35,Intensive Care Unit,40,Male,Married,High,Low,Bachelor,Nurse,1,Medium,Nursing,Night,5,92,Full-time,15.0,Labor and delivery,Mr. Clyde McCoy,Karla Warren,Chicago,No,0
56868,Yes,54,Emergency Department,37,Male,Married,Very High,High,Master,Nurse,18,Low,Nursing,Day,10,87,Part-time,3.7,Nurse Practitioner,Maria Schroeder,Ziaur Rahman,Houston,No,3
99196,No,57,Surgical Ward,40,Male,Married,High,Medium,Master,Nurse,1,High,Nursing,Night,16,84,Full-time,9.82,Critical care nursing,Mrs. Menah,Mr. Kareem,Phoenix,No,3
73000,No,29,Pediatrics,40,Male,Married,High,Medium,Master,Nurse,1,Medium,Nursing,Day,2,50,Contract,10.0,Emergency nursing,Gregory Johnson,Patrick Edwards,San Diego,No,2
34500,Yes,33,Obstetrics and Gynecology,40,Male,Single,Very High,High,Bachelor,Nurse,3,High,Nursing,Night,7,92,Full-time,5.2,Gerontological nursing,Dana Jaworski,Chris Connolly,New York,Yes,2
20000,No,48,Oncology,40,Male,Married,Low,High,Bachelor,Nurse,7,Very High,Nursing,Night,20,87,Full-time,16.3,Pediatric nursing,Lisa Kuhn,Brian Hensley,Philadelphia,No,3
10000,No,29,Cardiology,40,Male,Single,High,Low,Bachelor,Nurse,9,High,Nursing,Day,5,98,Full-time,17.4,Mental health nursing,Eileen Hodges,Javier Upton,San Diego,No,1
77879,Yes,44,Neonatal Intensive Care Unit,45,Male,Married,Medium,Medium,Bachelor,Nurse,7,High,Nursing,Rotating,1,70,Full-time,1.7,Public Health Nursing,Administrator,Anthony O'connor,Philadelphia,No,3
40000,Yes,28,Medical-Surgical Unit,40,Male,Single,Very High,High,Bachelor,Nurse,4,Medium,Nursing,Rotating,5,86,Full-time,4.0,Orthopaedic nursing,Robert Shaffer,Mohammed Mounir,Chicago,Yes,3
66205,No,35,Intensive Care Unit,40,Male,Single,High,Very High,Bachelor,Nurse,12,Very High,Nursing,Night,7,84,Full-time,13.3,Cardiac nursing,Jeremiah,Michael Cox,Pheonix,Yes,0
23500,Yes,48,Emergency Department,40,Male,Single,Medium,High,Master,Nurse,4,High,Nursing,Night,20,89,Full-time,25.6,Labor and delivery,Dr. Fulvia Pfeifer,Dr. Darryl Tremblay,New York,No,4
97300,No,31,Surgical Ward,40,Male,Married,Low,Very High,Bachelor,Nurse,7,High,Nursing,Day,10,90,Contract,13.3,Nurse Practitioner,Jeremy Cox,Robert Lowe,Houston,No,3
31460,Yes,50,Pediatrics,40,Male,Married,Low,Low,Master,Nurse,11,Very High,Nursing,Night,8,91,Full-time,17.2,Critical care nursing,Robert,Nancy Peters,Los Angeles,No,3
